name,sub_area,area,grade,star_count,popular
Glory or Death,Devils Lake Bouldering,Devil's Lake,4,3,2
Monumental,Devils Lake Bouldering,Devil's Lake,5,2,3
Angry Squirrel,Devils Lake Bouldering,Devil's Lake,5,1.5,4
Jurassic World,Devils Lake Bouldering,Devil's Lake,6,1.5,2
Snake Charmer,Devils Lake Bouldering,Devil's Lake,7,3,20
Angry Squirrel Sit,Devils Lake Bouldering,Devil's Lake,9,3,6
Grave of the Fallen,Devils Lake Bouldering,Devil's Lake,2,1.5,3
The Grave Digger,Devils Lake Bouldering,Devil's Lake,4,2,2
Broken warm-up,Devils Lake Bouldering,Devil's Lake,0,1,1
Talus Walker,Devils Lake Bouldering,Devil's Lake,2,2,1
Everything Is V3,Devils Lake Bouldering,Devil's Lake,3,1.5,4
Gotham,Devils Lake Bouldering,Devil's Lake,6,3.5,2
Jug Life,Devils Lake Bouldering,Devil's Lake,0,2.5,14
Little Arete,Devils Lake Bouldering,Devil's Lake,1,2,8
Seams Fun,Devils Lake Bouldering,Devil's Lake,2,2.5,18
Audacity,Devils Lake Bouldering,Devil's Lake,2,3,1
Insomnia,Devils Lake Bouldering,Devil's Lake,3,3.5,7
Exposed,Devils Lake Bouldering,Devil's Lake,3,2,3
Deep Six,Devils Lake Bouldering,Devil's Lake,3,2,2
Group Leader,Devils Lake Bouldering,Devil's Lake,3,2.5,16
Creaker,Devils Lake Bouldering,Devil's Lake,3,1,2
Six Feet Under,Devils Lake Bouldering,Devil's Lake,4,3.5,10
Like a Boss,Devils Lake Bouldering,Devil's Lake,6,2.5,4
Castle in the Sky,Devils Lake Bouldering,Devil's Lake,7,4,13
Haunted Castle,Devils Lake Bouldering,Devil's Lake,9,3,1
Low Hanging Fruit,Devils Lake Bouldering,Devil's Lake,2,2.5,22
Dry Spot,Devils Lake Bouldering,Devil's Lake,3,1.5,6
Peaches,Devils Lake Bouldering,Devil's Lake,4,3.5,54
Strawberry Peach Pie,Devils Lake Bouldering,Devil's Lake,5,3,12
Strawberry Jam,Devils Lake Bouldering,Devil's Lake,6,2.5,18
Apples and Bananas,Devils Lake Bouldering,Devil's Lake,6,2,7
Trouser Snaker,Devils Lake Bouldering,Devil's Lake,8,2,1
Twerk Life,Devils Lake Bouldering,Devil's Lake,8,2,1
Aunt Milli,Devils Lake Bouldering,Devil's Lake,1,1,1
Hobama Care,Devils Lake Bouldering,Devil's Lake,5,3,1
Bride of the Fox,Devils Lake Bouldering,Devil's Lake,2,3.5,2
Happy-Go Highball,Devils Lake Bouldering,Devil's Lake,4,4,12
MouseRat,Devils Lake Bouldering,Devil's Lake,4,3,1
Pale Blue Dot,Devils Lake Bouldering,Devil's Lake,4,3,1
Troubadour,Devils Lake Bouldering,Devil's Lake,5,3.5,2
Fauxnetics,Devils Lake Bouldering,Devil's Lake,1,2.5,5
X Marks the Spot,Devils Lake Bouldering,Devil's Lake,2,2.5,6
Reign of Giants,Devils Lake Bouldering,Devil's Lake,3,2.5,3
Hidden Treasure,Devils Lake Bouldering,Devil's Lake,4,3,20
Rise of the Hobbits,Devils Lake Bouldering,Devil's Lake,5,2,2
The Subtle Knife,Devils Lake Bouldering,Devil's Lake,6,3.5,17
Butter Knife,Devils Lake Bouldering,Devil's Lake,8,2,1
Master Gardener,Devils Lake Bouldering,Devil's Lake,7,3,8
Supple Slab,Devils Lake Bouldering,Devil's Lake,0,1,1
The Nothing Roof Project,Devils Lake Bouldering,Devil's Lake,9,2,1
Celebrity Jeopardy,Devils Lake Bouldering,Devil's Lake,5,2,2
Wasn't Not Fun,Devils Lake Bouldering,Devil's Lake,2,1,2
Starboard,Devils Lake Bouldering,Devil's Lake,2,1.5,3
Hull Hook,Devils Lake Bouldering,Devil's Lake,2,1.5,3
Twist,Devils Lake Bouldering,Devil's Lake,5,3,6
Apocalypto,Devils Lake Bouldering,Devil's Lake,7,3,1
Lake Perch,Devils Lake Bouldering,Devil's Lake,8,2,1
Apocalyptlow,Devils Lake Bouldering,Devil's Lake,10,3,1
Twisted,Devils Lake Bouldering,Devil's Lake,10,2.5,4
Intrigue,Devils Lake Bouldering,Devil's Lake,6,1.5,4
Vanilla Ice,Devils Lake Bouldering,Devil's Lake,8,2,5
Gangnam Style,Devils Lake Bouldering,Devil's Lake,8,1.5,2
Mystique,Devils Lake Bouldering,Devil's Lake,9,2,2
Rogue,Devils Lake Bouldering,Devil's Lake,9,2.5,6
Rogue Direct Project,Devils Lake Bouldering,Devil's Lake,10,2.5,2
Mystagogue,Devils Lake Bouldering,Devil's Lake,11,1.5,3
Vine Street,Devils Lake Bouldering,Devil's Lake,0,3,2
Wanna Be Corner,Devils Lake Bouldering,Devil's Lake,0,2,1
I Wanna Be Your Lover,Devils Lake Bouldering,Devil's Lake,2,3,1
Sunset Arete,Devils Lake Bouldering,Devil's Lake,2,3,2
Darkest Before Dawn,Devils Lake Bouldering,Devil's Lake,7,2,1
Call of the Child,Devils Lake Bouldering,Devil's Lake,0,2.5,2
Timberwolf Arete,Devils Lake Bouldering,Devil's Lake,1,1,1
The Howling,Devils Lake Bouldering,Devil's Lake,2,4,2
The Canine,Devils Lake Bouldering,Devil's Lake,2,3,1
Wolf Paw,Devils Lake Bouldering,Devil's Lake,3,2,2
Canis Lupus,Devils Lake Bouldering,Devil's Lake,3,2,1
Wolf Arete,Devils Lake Bouldering,Devil's Lake,3,3,1
Pack Mentality,Devils Lake Bouldering,Devil's Lake,6,4,1
Lone Wolf,Devils Lake Bouldering,Devil's Lake,7,3,1
Mandatory Recorder,Devils Lake Bouldering,Devil's Lake,1,1,2
5th Grade Oboe,Devils Lake Bouldering,Devil's Lake,2,3,2
Accordion Left,Devils Lake Bouldering,Devil's Lake,2,2,7
The Asonga,Devils Lake Bouldering,Devil's Lake,2,2,2
Tutu Slab,Devils Lake Bouldering,Devil's Lake,2,3.5,6
Winnie The Tu,Devils Lake Bouldering,Devil's Lake,2,2.5,4
Broken Reed Crack,Devils Lake Bouldering,Devil's Lake,2,2,1
Bag Pipe,Devils Lake Bouldering,Devil's Lake,3,2,1
The Cellist,Devils Lake Bouldering,Devil's Lake,3,3,8
The Didgeridoo,Devils Lake Bouldering,Devil's Lake,4,3.5,3
The Accordion,Devils Lake Bouldering,Devil's Lake,5,3,10
Skin Flute,Devils Lake Bouldering,Devil's Lake,6,2,2
The Dulcimer,Devils Lake Bouldering,Devil's Lake,7,3,8
The Tuba,Devils Lake Bouldering,Devil's Lake,7,1.5,3
Bene Gesserit,Devils Lake Bouldering,Devil's Lake,4,2.5,14
Gom Jabbar,Devils Lake Bouldering,Devil's Lake,7,3.5,25
Dune,Devils Lake Bouldering,Devil's Lake,7,3,1
Missionaria Protectiva,Devils Lake Bouldering,Devil's Lake,10,2.5,6
A Quiet Place,Devils Lake Bouldering,Devil's Lake,1,2.5,4
Blarney,Devils Lake Bouldering,Devil's Lake,1,2,3
Ripley,Devils Lake Bouldering,Devil's Lake,2,2,3
Kitty,Devils Lake Bouldering,Devil's Lake,4,2,2
Trixie,Devils Lake Bouldering,Devil's Lake,4,2,3
Massive Attack,Devils Lake Bouldering,Devil's Lake,2,3,3
Teardrop,Devils Lake Bouldering,Devil's Lake,7,0.5,3
The Aviary,Devils Lake Bouldering,Devil's Lake,0,3,1
Joan of Arc,Devils Lake Bouldering,Devil's Lake,2,3.5,3
Maid of Orléans,Devils Lake Bouldering,Devil's Lake,2,3,2
Mary Queen of Scots,Devils Lake Bouldering,Devil's Lake,3,3.5,4
Archaic Conception,Devils Lake Bouldering,Devil's Lake,1,2,3
The Believer,Devils Lake Bouldering,Devil's Lake,3,2.5,2
B.I.A.,Devils Lake Bouldering,Devil's Lake,3,3,2
Edge of the Earth,Devils Lake Bouldering,Devil's Lake,5,3,1
Cool Alert,Devils Lake Bouldering,Devil's Lake,5,2,2
Flat Earth Project,Devils Lake Bouldering,Devil's Lake,10,3,1
Beautifully Ordinary,Devils Lake Bouldering,Devil's Lake,0,2.5,2
Sub-Optimal Success,Devils Lake Bouldering,Devil's Lake,0,1,2
Silence Of The Bunnies,Devils Lake Bouldering,Devil's Lake,0,2,3
Lil Nuggie,Devils Lake Bouldering,Devil's Lake,1,2.5,5
Zoo Full Of Defective Animals,Devils Lake Bouldering,Devil's Lake,1,3,1
Pigment Party,Devils Lake Bouldering,Devil's Lake,2,2.5,2
Order Of Attack,Devils Lake Bouldering,Devil's Lake,2,1.5,4
The Fire Down Under,Devils Lake Bouldering,Devil's Lake,2,3,2
Hurricane,Devils Lake Bouldering,Devil's Lake,3,4,1
Bestest Of The Midwestest,Devils Lake Bouldering,Devil's Lake,5,2.5,4
A Little Moss,Devils Lake Bouldering,Devil's Lake,0,2,1
A Little Choss,Devils Lake Bouldering,Devil's Lake,0,1,1
Into the Fire,Devils Lake Bouldering,Devil's Lake,1,3,1
A Little Sauce,Devils Lake Bouldering,Devil's Lake,2,3,1
Out of the Frying Pan,Devils Lake Bouldering,Devil's Lake,3,4,1
Right Arete,Devils Lake Bouldering,Devil's Lake,0,1.5,6
Fern N Burn,Devils Lake Bouldering,Devil's Lake,0,1,1
PDS,Devils Lake Bouldering,Devil's Lake,1,2,2
Middle Line,Devils Lake Bouldering,Devil's Lake,2,2.5,9
Dyno,Devils Lake Bouldering,Devil's Lake,3,3,7
Fire road five,Devils Lake Bouldering,Devil's Lake,5,2,2
Lil Sebastian Memorial Arete,Devils Lake Bouldering,Devil's Lake,0,2,3
Fern Gully,Devils Lake Bouldering,Devil's Lake,0,1,1
Alexander the Moderate,Devils Lake Bouldering,Devil's Lake,2,2.5,3
Pack Your Sewing Machine,Devils Lake Bouldering,Devil's Lake,4,3,1
Fire Chasers,Devils Lake Bouldering,Devil's Lake,0,2,2
Short and Sweet,Devils Lake Bouldering,Devil's Lake,0,2,2
Dreamy Bulge,Devils Lake Bouldering,Devil's Lake,0,1,2
The Bubbler,Devils Lake Bouldering,Devil's Lake,0,2,1
Obsidian Nightmare,Devils Lake Bouldering,Devil's Lake,1,3,1
Kitten Mittens,Devils Lake Bouldering,Devil's Lake,1,2,1
"All Power, No House",Devils Lake Bouldering,Devil's Lake,2,3,3
Dreamo,Devils Lake Bouldering,Devil's Lake,3,4,2
Easy Pickings,Devils Lake Bouldering,Devil's Lake,0,1.5,2
Rhoads Rage,Devils Lake Bouldering,Devil's Lake,0,1.5,11
Another Nice Arete,Devils Lake Bouldering,Devil's Lake,0,1.5,3
Little Fingers,Devils Lake Bouldering,Devil's Lake,1,1.5,11
Rhoads Rash,Devils Lake Bouldering,Devil's Lake,2,2.5,17
Weekly Pickup,Devils Lake Bouldering,Devil's Lake,3,2.5,6
Dumpster Diving,Devils Lake Bouldering,Devil's Lake,3,2.5,30
Oscar the Grouch,Devils Lake Bouldering,Devil's Lake,5,2.5,2
Juggy Ledges,Devils Lake Bouldering,Devil's Lake,7,1,1
Bone Saw,Devils Lake Bouldering,Devil's Lake,8,3,1
Roger Rabbit,Devils Lake Bouldering,Devil's Lake,9,2,1
Ripple Roof,Devils Lake Bouldering,Devil's Lake,0,2.5,7
Eternal Return,Devils Lake Bouldering,Devil's Lake,2,2,1
Ripple Prow,Devils Lake Bouldering,Devil's Lake,3,2.5,6
Burial,Devils Lake Bouldering,Devil's Lake,3,2.5,3
Heaven's Gate,Devils Lake Bouldering,Devil's Lake,3,3.5,4
Unforgiven Sins,Devils Lake Bouldering,Devil's Lake,4,2.5,3
The Red Room,Devils Lake Bouldering,Devil's Lake,4,2.5,3
Blind Faith,Devils Lake Bouldering,Devil's Lake,4,2.5,4
Halo,Devils Lake Bouldering,Devil's Lake,5,2.5,2
Archangel,Devils Lake Bouldering,Devil's Lake,5,4,3
Eternal Punishment,Devils Lake Bouldering,Devil's Lake,7,3.5,9
Super Slab Warmup,Devils Lake Bouldering,Devil's Lake,0,2.5,8
Super Slab,Devils Lake Bouldering,Devil's Lake,0,3.5,111
Book of Glass,Devils Lake Bouldering,Devil's Lake,0,3,26
Pulling on Glass,Devils Lake Bouldering,Devil's Lake,0,1.5,8
Super Slab Left,Devils Lake Bouldering,Devil's Lake,1,2,12
Reefers Arete (Super Slab Right),Devils Lake Bouldering,Devil's Lake,1,2.5,9
Astronomy,Devils Lake Bouldering,Devil's Lake,2,2,7
Super Squeeze,Devils Lake Bouldering,Devil's Lake,3,1,4
Imaginos,Devils Lake Bouldering,Devil's Lake,3,2.5,3
Just Grab It!,Devils Lake Bouldering,Devil's Lake,4,2,4
Piecemeal,Devils Lake Bouldering,Devil's Lake,6,2.5,8
Intrinsic Design,Devils Lake Bouldering,Devil's Lake,6,1.5,3
Agents of Fortune,Devils Lake Bouldering,Devil's Lake,6,2,6
Zamal,Devils Lake Bouldering,Devil's Lake,6,2.5,3
Oklobzija's Problem,Devils Lake Bouldering,Devil's Lake,7,2,9
A Deeper Understanding,Devils Lake Bouldering,Devil's Lake,7,1.5,3
Minotaur,Devils Lake Bouldering,Devil's Lake,8,2.5,4
Moj,Devils Lake Bouldering,Devil's Lake,8,3,26
Sticky Icky,Devils Lake Bouldering,Devil's Lake,9,2.5,9
The Reaper,Devils Lake Bouldering,Devil's Lake,9,3.5,6
Purple Dragon,Devils Lake Bouldering,Devil's Lake,9,1.5,12
More Cowbell,Devils Lake Bouldering,Devil's Lake,9,2.5,5
Bidness Project,Devils Lake Bouldering,Devil's Lake,9,2.5,2
Purple Dragon Low,Devils Lake Bouldering,Devil's Lake,10,2.5,11
The Last Unicorn,Devils Lake Bouldering,Devil's Lake,11,3,7
Boulder Across from Pete's Pebble,Devils Lake Bouldering,Devil's Lake,2,2.5,14
Fill the Void,Devils Lake Bouldering,Devil's Lake,2,2,1
Another Coin in the Wishing Whale,Devils Lake Bouldering,Devil's Lake,4,2.5,3
Lochness Monster,Devils Lake Bouldering,Devil's Lake,5,2.5,3
Live With Porpoise,Devils Lake Bouldering,Devil's Lake,6,2.5,3
Storm Troopers,Devils Lake Bouldering,Devil's Lake,8,3,10
Kingfisher,Devils Lake Bouldering,Devil's Lake,9,3.5,4
Storm Troopers Right,Devils Lake Bouldering,Devil's Lake,9,1.5,3
Basking Pine,Devils Lake Bouldering,Devil's Lake,0,2.5,4
Quaking Aspen,Devils Lake Bouldering,Devil's Lake,1,2.5,3
Safety Maple,Devils Lake Bouldering,Devil's Lake,1,2.5,5
Dark Side of the Cube,Devils Lake Bouldering,Devil's Lake,0,1,2
A View to Kill,Devils Lake Bouldering,Devil's Lake,6,3,4
Headstone,Devils Lake Bouldering,Devil's Lake,0,1.5,3
Blade,Devils Lake Bouldering,Devil's Lake,1,1.5,2
Sour Skittles,Devils Lake Bouldering,Devil's Lake,4,2,1
Slabby Slab Boulder V0-V2,Devils Lake Bouldering,Devil's Lake,2,2.5,2
Encanto,Devils Lake Bouldering,Devil's Lake,3,2,2
We Don’t Talk About Bruno,Devils Lake Bouldering,Devil's Lake,8,2,2
Muffleheads,Devils Lake Bouldering,Devil's Lake,3,2,1
Tree Hugger Arete,Devils Lake Bouldering,Devil's Lake,2,2,7
Tree Hugger Direct,Devils Lake Bouldering,Devil's Lake,6,2,2
Clear Cut,Devils Lake Bouldering,Devil's Lake,8,2,1
To Crimp A Butterfly,Devils Lake Bouldering,Devil's Lake,0,2.5,3
Fatterpillar,Devils Lake Bouldering,Devil's Lake,1,2.5,2
Mainline,Devils Lake Bouldering,Devil's Lake,2,1.5,2
Railroad Slab,Devils Lake Bouldering,Devil's Lake,0,2,2
Spare Change,Devils Lake Bouldering,Devil's Lake,3,2,1
Hiphopanonymous,Devils Lake Bouldering,Devil's Lake,3,2,1
West Face,Devils Lake Bouldering,Devil's Lake,0,2,1
Cornerstone,Devils Lake Bouldering,Devil's Lake,3,2,1
House On The Rock,Devils Lake Bouldering,Devil's Lake,2,2,1
The Shield,Devils Lake Bouldering,Devil's Lake,1,2.5,2
The Deep End,Devils Lake Bouldering,Devil's Lake,2,1.5,2
Moon Man,Devils Lake Bouldering,Devil's Lake,4,2,2
Diving into the shallow end,Devils Lake Bouldering,Devil's Lake,4,1.5,2
All the Girls Say,Devils Lake Bouldering,Devil's Lake,7,2,1
De Oppresso Liber,Devils Lake Bouldering,Devil's Lake,8,2.5,4
Lividity,Devils Lake Bouldering,Devil's Lake,8,2.5,3
Pine Needle Arete,Devils Lake Bouldering,Devil's Lake,0,2,1
Snake Dike,Devils Lake Bouldering,Devil's Lake,1,2,6
Half Dome Corner,Devils Lake Bouldering,Devil's Lake,3,2,1
Regular Route,Devils Lake Bouldering,Devil's Lake,9,2.5,4
Railroad Spike,Devils Lake Bouldering,Devil's Lake,2,1.5,38
P.Stachio,Devils Lake Bouldering,Devil's Lake,4,3.5,102
Moo Stache,Devils Lake Bouldering,Devil's Lake,5,3,70
Magnum PI,Devils Lake Bouldering,Devil's Lake,6,3.5,64
Snoop Stachio,Devils Lake Bouldering,Devil's Lake,7,1.5,3
Snoop Dog,Devils Lake Bouldering,Devil's Lake,7,1.5,6
Pull Down Not Up,Devils Lake Bouldering,Devil's Lake,0,2,1
Direct to Video,Devils Lake Bouldering,Devil's Lake,2,2.5,4
Geometridae Style,Devils Lake Bouldering,Devil's Lake,2,3.5,2
Dirty Jugs,Devils Lake Bouldering,Devil's Lake,3,2,2
Liger,Devils Lake Bouldering,Devil's Lake,4,3.5,23
Momentum,Devils Lake Bouldering,Devil's Lake,4,2.5,2
Reaching For Daylight,Devils Lake Bouldering,Devil's Lake,4,3.5,2
Fish & Gritz,Devils Lake Bouldering,Devil's Lake,5,4,11
Toad Princess,Devils Lake Bouldering,Devil's Lake,5,3,8
Horny Toad,Devils Lake Bouldering,Devil's Lake,5,2.5,4
Chasing Daydreams,Devils Lake Bouldering,Devil's Lake,5,3,3
The Uninviting,Devils Lake Bouldering,Devil's Lake,5,3,5
Monorail,Devils Lake Bouldering,Devil's Lake,6,2.5,10
Night Train,Devils Lake Bouldering,Devil's Lake,6,3,4
Double Edge Sword,Devils Lake Bouldering,Devil's Lake,7,3.5,11
King Crab,Devils Lake Bouldering,Devil's Lake,8,3,1
Le Freak,Devils Lake Bouldering,Devil's Lake,8,4,2
"Oval Office v9, sit v10",Devils Lake Bouldering,Devil's Lake,9,2.5,8
Iron Jesus,Devils Lake Bouldering,Devil's Lake,9,3,6
Warm-up,Devils Lake Bouldering,Devil's Lake,0,3,1
Take a Stand,Devils Lake Bouldering,Devil's Lake,3,2.5,5
Mike's Boulder,Devils Lake Bouldering,Devil's Lake,4,2.5,2
Paula Abdul,Devils Lake Bouldering,Devil's Lake,4,2,2
Vinny's Addition,Devils Lake Bouldering,Devil's Lake,6,2,1
Power Ranger,Devils Lake Bouldering,Devil's Lake,7,2,2
Power Bottom,Devils Lake Bouldering,Devil's Lake,7,3,13
Power Hour,Devils Lake Bouldering,Devil's Lake,8,1.5,5
Fully Charged,Devils Lake Bouldering,Devil's Lake,8,3,1
Bottoms Up,Devils Lake Bouldering,Devil's Lake,10,3,1
Real Power,Devils Lake Bouldering,Devil's Lake,10,3.5,5
Replicant,Devils Lake Bouldering,Devil's Lake,10,2.5,2
Blade Runner,Devils Lake Bouldering,Devil's Lake,10,2.5,3
Top-Off,Devils Lake Bouldering,Devil's Lake,2,2,1
Can We Cane 'Em?,Devils Lake Bouldering,Devil's Lake,4,2.5,8
Flower Power,Devils Lake Bouldering,Devil's Lake,5,3,1
Walking Stick,Devils Lake Bouldering,Devil's Lake,5,2.5,3
Yo Shorty,Devils Lake Bouldering,Devil's Lake,6,2,7
Black Sheep,Devils Lake Bouldering,Devil's Lake,8,2.5,7
Rockjack,Devils Lake Bouldering,Devil's Lake,4,2,2
Down and Dirty,Devils Lake Bouldering,Devil's Lake,5,3,2
Jenga,Devils Lake Bouldering,Devil's Lake,6,3.5,61
Hungry Hippos,Devils Lake Bouldering,Devil's Lake,7,2,17
Monopoly,Devils Lake Bouldering,Devil's Lake,7,1,1
Hungry Hungry Hippos,Devils Lake Bouldering,Devil's Lake,8,3,13
Jenga Low,Devils Lake Bouldering,Devil's Lake,8,2.5,2
Falling to Pieces,Devils Lake Bouldering,Devil's Lake,10,2.5,4
Battleship,Devils Lake Bouldering,Devil's Lake,10,2,4
Collision Course,Devils Lake Bouldering,Devil's Lake,11,2,1
From a Sit,Devils Lake Bouldering,Devil's Lake,1,1.5,2
Chubby Bunny,Devils Lake Bouldering,Devil's Lake,2,2,3
Green Corner,Devils Lake Bouldering,Devil's Lake,2,1,2
The Bear's Den,Devils Lake Bouldering,Devil's Lake,2,2,1
The Mountain Goat,Devils Lake Bouldering,Devil's Lake,3,2,2
Tonsillitis,Devils Lake Bouldering,Devil's Lake,3,3,5
Sharp Cheddar,Devils Lake Bouldering,Devil's Lake,6,2.5,3
Brie,Devils Lake Bouldering,Devil's Lake,6,2,5
Wrong Way on a One Way,Devils Lake Bouldering,Devil's Lake,8,2,2
Swing State,Devils Lake Bouldering,Devil's Lake,8,2.5,2
Wonka Crack,Devils Lake Bouldering,Devil's Lake,0,1.5,4
The Choice,Devils Lake Bouldering,Devil's Lake,0,2,2
Empty Space,Devils Lake Bouldering,Devil's Lake,2,3,9
The Dutchess,Devils Lake Bouldering,Devil's Lake,3,2,6
Loompa Land,Devils Lake Bouldering,Devil's Lake,3,2.5,3
The Duke,Devils Lake Bouldering,Devil's Lake,5,2,2
Animated Hands,Devils Lake Bouldering,Devil's Lake,8,1.5,2
Zombie in the Corner,Devils Lake Bouldering,Devil's Lake,2,2,1
Snapper Stew,Devils Lake Bouldering,Devil's Lake,2,1.5,2
Dark Hallway,Devils Lake Bouldering,Devil's Lake,4,2,2
Prowling Turtle,Devils Lake Bouldering,Devil's Lake,4,2.5,2
World War Z,Devils Lake Bouldering,Devil's Lake,4,4,2
Ground Zero,Devils Lake Bouldering,Devil's Lake,5,3.5,2
Step up to the plate,Devils Lake Bouldering,Devil's Lake,2,1,1
Eagle Eye,Devils Lake Bouldering,Devil's Lake,3,2,2
Just the Tips,Devils Lake Bouldering,Devil's Lake,2,1.5,4
Pins and Needles,Devils Lake Bouldering,Devil's Lake,3,2.5,3
Beautiful and the Bold(Project),Devils Lake Bouldering,Devil's Lake,7,3,1
Bear Country,Devils Lake Bouldering,Devil's Lake,8,1.5,2
Mega Man,Devils Lake Bouldering,Devil's Lake,3,2,5
Link to the Past,Devils Lake Bouldering,Devil's Lake,4,2.5,10
Iron Man,Devils Lake Bouldering,Devil's Lake,8,2,3
The Futballer,Devils Lake Bouldering,Devil's Lake,2,2.5,5
The Futballer Direct,Devils Lake Bouldering,Devil's Lake,3,2.5,8
Nice Arete,Devils Lake Bouldering,Devil's Lake,1,2,1
Wilted Flowers,Devils Lake Bouldering,Devil's Lake,5,2.5,3
Serendipitous,Devils Lake Bouldering,Devil's Lake,5,2,1
Serendipity,Devils Lake Bouldering,Devil's Lake,5,3,1
Magnolia,Devils Lake Bouldering,Devil's Lake,8,2.5,4
Royal Star,Devils Lake Bouldering,Devil's Lake,10,1.5,4
Canine,Devils Lake Bouldering,Devil's Lake,2,2,1
Underbite,Devils Lake Bouldering,Devil's Lake,3,3,1
Trust Fund Slab,Devils Lake Bouldering,Devil's Lake,0,3.5,99
Veasy,Devils Lake Bouldering,Devil's Lake,0,2,1
Trad Anchor,Devils Lake Bouldering,Devil's Lake,0,1.5,2
Easy Corner,Devils Lake Bouldering,Devil's Lake,1,2,38
Left Anchor,Devils Lake Bouldering,Devil's Lake,1,2,23
Center Face,Devils Lake Bouldering,Devil's Lake,2,1.5,7
Hogleg Corner,Devils Lake Bouldering,Devil's Lake,3,2.5,15
Intercourse Arete,Devils Lake Bouldering,Devil's Lake,3,2.5,68
Right Anchor,Devils Lake Bouldering,Devil's Lake,3,2.5,6
The Raisin,Devils Lake Bouldering,Devil's Lake,3,2,21
Raisin Vehicle,Devils Lake Bouldering,Devil's Lake,3,2.5,14
Recreational Vehicle,Devils Lake Bouldering,Devil's Lake,4,3,71
Hogleg Overhang,Devils Lake Bouldering,Devil's Lake,5,3.5,14
Anchorpoint,Devils Lake Bouldering,Devil's Lake,6,3,28
Hogleg Direct,Devils Lake Bouldering,Devil's Lake,7,2,1
Grasping at Nothing,Devils Lake Bouldering,Devil's Lake,8,2,2
Grasping at Something,Devils Lake Bouldering,Devil's Lake,8,2.5,2
Foreplay,Devils Lake Bouldering,Devil's Lake,8,2.5,5
Elephant Ear,Devils Lake Bouldering,Devil's Lake,2,2.5,3
Elephant Cheek,Devils Lake Bouldering,Devil's Lake,3,2.5,8
Double Elephant,Devils Lake Bouldering,Devil's Lake,4,4,16
Blunder V0-V5,Devils Lake Bouldering,Devil's Lake,0,2,1
Slab,Devils Lake Bouldering,Devil's Lake,1,2.5,24
Corner,Devils Lake Bouldering,Devil's Lake,2,2.5,23
The Horologist,Devils Lake Bouldering,Devil's Lake,4,2,1
Passing Through,Devils Lake Bouldering,Devil's Lake,4,3,1
The Clock Maker,Devils Lake Bouldering,Devil's Lake,6,2.5,4
Pelican Brief,Devils Lake Bouldering,Devil's Lake,7,2,2
45 Right,Devils Lake Bouldering,Devil's Lake,3,2.5,5
The Comet,Devils Lake Bouldering,Devil's Lake,4,2,1
45 Left,Devils Lake Bouldering,Devil's Lake,4,2.5,9
45 Center,Devils Lake Bouldering,Devil's Lake,5,2.5,7
1312,Devils Lake Bouldering,Devil's Lake,4,3,7
Buffalo Sauce,Devils Lake Bouldering,Devil's Lake,4,3,2
Tranquility Pillar,Devils Lake Bouldering,Devil's Lake,7,3.5,6
Banana Nut Duck Bread,Devils Lake Bouldering,Devil's Lake,2,2,1
The Pecan Tree,Devils Lake Bouldering,Devil's Lake,6,3,8
Hog Wild,Devils Lake Bouldering,Devil's Lake,7,2.5,6
Ghidorah,Devils Lake Bouldering,Devil's Lake,5,3,6
Godzilla,Devils Lake Bouldering,Devil's Lake,8,3,15
Mothra,Devils Lake Bouldering,Devil's Lake,9,3.5,4
Karloff,Devils Lake Bouldering,Devil's Lake,2,2,2
Youggary,Devils Lake Bouldering,Devil's Lake,3,3,3
Expect Nothing,Devils Lake Bouldering,Devil's Lake,3,1.5,3
No Expectations,Devils Lake Bouldering,Devil's Lake,4,1.5,3
Kaiju,Devils Lake Bouldering,Devil's Lake,4,3.5,2
Slabby McGee,Devils Lake Bouldering,Devil's Lake,0,4,1
I've Got Wrinkles,Devils Lake Bouldering,Devil's Lake,1,2,1
Darkside,Devils Lake Bouldering,Devil's Lake,8,3,6
Relic,Devils Lake Bouldering,Devil's Lake,4,3,3
Holy Grail,Devils Lake Bouldering,Devil's Lake,5,3,2
Lockoff Problem,Devils Lake Bouldering,Devil's Lake,2,2,1
Exit Through the Gift Shop,Devils Lake Bouldering,Devil's Lake,5,2.5,6
Right Bower,Devils Lake Bouldering,Devil's Lake,6,3,3
Aramandi,Devils Lake Bouldering,Devil's Lake,7,3.5,13
Ace of Spades,Devils Lake Bouldering,Devil's Lake,8,3,12
Deviled Egg,Devils Lake Bouldering,Devil's Lake,2,2,2
John Dillinger,Devils Lake Bouldering,Devil's Lake,4,2.5,14
Publicity Stunt,Devils Lake Bouldering,Devil's Lake,6,2,2
Notorious,Devils Lake Bouldering,Devil's Lake,8,2.5,3
Public Enemy Direct AKA Public E…,Devils Lake Bouldering,Devil's Lake,8,0.5,4
Criminal Activity,Devils Lake Bouldering,Devil's Lake,8,1.5,4
Public Enemy,Devils Lake Bouldering,Devil's Lake,8,2.5,12
Corner Roof,Devils Lake Bouldering,Devil's Lake,3,2,18
Spider Monkey,Devils Lake Bouldering,Devil's Lake,5,2,6
Velvet Hammer,Devils Lake Bouldering,Devil's Lake,8,2.5,6
Hammer Club,Devils Lake Bouldering,Devil's Lake,8,2,3
Rapture Variation,Devils Lake Bouldering,Devil's Lake,9,0.5,4
Hammer Club Sit,Devils Lake Bouldering,Devil's Lake,9,3,2
