name,sub_area,area,grade,star_count,popular
Cattleguard Dyno,Mountain Home Road Boulders,Leavenworth,11,2.5,2
Cattleguard Project.,Mountain Home Road Boulders,Leavenworth,12,3,1
Warm-up/downclimb,Mountain Home Road Boulders,Leavenworth,0,1.5,3
Warm up Arete,Mountain Home Road Boulders,Leavenworth,2,2,2
Splash,Mountain Home Road Boulders,Leavenworth,5,2.5,8
Geronimo,Mountain Home Road Boulders,Leavenworth,7,3.5,34
Beetlemania,Mountain Home Road Boulders,Leavenworth,9,3,1
Vision Stand,Mountain Home Road Boulders,Leavenworth,0,1,2
Neanderthal,Mountain Home Road Boulders,Leavenworth,1,1,3
Vision,Mountain Home Road Boulders,Leavenworth,2,1.5,7
Double Vision,Mountain Home Road Boulders,Leavenworth,4,2.5,5
Shoeless Joe,Mountain Home Road Boulders,Leavenworth,0,1,2
Thumper,Mountain Home Road Boulders,Leavenworth,3,2.5,5
Punk Ass Kid,Mountain Home Road Boulders,Leavenworth,6,3,3
South Seas Arete,Mountain Home Road Boulders,Leavenworth,0,2.5,10
Jolly Roger,Mountain Home Road Boulders,Leavenworth,1,3,1
Shiver Me Timbers,Mountain Home Road Boulders,Leavenworth,1,2,1
Long John Silver,Mountain Home Road Boulders,Leavenworth,1,1.5,2
Tall People Suck,Mountain Home Road Boulders,Leavenworth,4,2.5,8
Dandelion Foot,Mountain Home Road Boulders,Leavenworth,4,2,1
The Omen,Mountain Home Road Boulders,Leavenworth,1,2,6
The Premonition,Mountain Home Road Boulders,Leavenworth,4,3.5,19
Yet Another Roadside Attraction,Mountain Home Road Boulders,Leavenworth,3,2,4
Full Time Night Woman,Mountain Home Road Boulders,Leavenworth,10,4,1
The Brown Eye,Mountain Home Road Boulders,Leavenworth,10,3.5,2
The Xylophone,Mountain Home Road Boulders,Leavenworth,4,3,1
Incestual Gingerbread House Cats,Mountain Home Road Boulders,Leavenworth,5,3,1
Finding the stud,Mountain Home Road Boulders,Leavenworth,0,0.5,2
Keeping it level,Mountain Home Road Boulders,Leavenworth,2,1.5,2
Hanging Above the Mantle,Mountain Home Road Boulders,Leavenworth,3,2,1
Jetsam,Mountain Home Road Boulders,Leavenworth,0,0.5,4
Flotsam,Mountain Home Road Boulders,Leavenworth,1,1,4
The Wave,Mountain Home Road Boulders,Leavenworth,1,2.5,26
Beach slab,Mountain Home Road Boulders,Leavenworth,1,3.5,40
Unknown slab,Mountain Home Road Boulders,Leavenworth,3,2,1
Beached Whale,Mountain Home Road Boulders,Leavenworth,3,3.5,17
Beach Arete,Mountain Home Road Boulders,Leavenworth,2,4,51
Right arete,Mountain Home Road Boulders,Leavenworth,1,1.5,4
Rocks for Jocks,Mountain Home Road Boulders,Leavenworth,1,1.5,16
Dyno 101,Tumwater Canyon,Leavenworth,3,3.5,66
Get Shorty,Tumwater Canyon,Leavenworth,0,1.5,11
Alpine Cow,Tumwater Canyon,Leavenworth,0,2,10
Off-Kilter,Tumwater Canyon,Leavenworth,0,2,10
Fountain Blues,Tumwater Canyon,Leavenworth,0,2.5,13
The Backstroke,Tumwater Canyon,Leavenworth,1,1.5,5
Brickwork,Tumwater Canyon,Leavenworth,0,3.5,64
Flex,Tumwater Canyon,Leavenworth,2,3,5
commander jerbot,Tumwater Canyon,Leavenworth,3,3,1
U2,Tumwater Canyon,Leavenworth,3,3,68
F**k the Crystal,Tumwater Canyon,Leavenworth,3,3,19
"Crystal Method, The",Tumwater Canyon,Leavenworth,3,2.5,11
Jumper,Tumwater Canyon,Leavenworth,3,3,31
"Get up, Stand Up Left",Tumwater Canyon,Leavenworth,4,3,1
"Get Up, Stand Up",Tumwater Canyon,Leavenworth,6,3.5,10
The Terrible,Tumwater Canyon,Leavenworth,7,3,26
Goicoechea Problem,Tumwater Canyon,Leavenworth,9,3.5,8
Spooner,Tumwater Canyon,Leavenworth,0,2,17
The Fin,Tumwater Canyon,Leavenworth,2,3.5,126
The Savage Act,Tumwater Canyon,Leavenworth,5,2.5,22
Bullwinkle,Tumwater Canyon,Leavenworth,0,1.5,14
Ledges,Tumwater Canyon,Leavenworth,1,1.5,9
Smackalicious,Tumwater Canyon,Leavenworth,1,2,2
Rocky,Tumwater Canyon,Leavenworth,2,1.5,8
Tweaker,Tumwater Canyon,Leavenworth,4,2,2
Evil Petting Zoo,Tumwater Canyon,Leavenworth,4,1.5,12
Veltex,Tumwater Canyon,Leavenworth,6,2.5,2
Aggressive Reject,Tumwater Canyon,Leavenworth,9,2.5,11
Swamp Thing,Tumwater Canyon,Leavenworth,1,2,2
Mossline,Tumwater Canyon,Leavenworth,1,2,2
Walk the Line,Tumwater Canyon,Leavenworth,4,2,1
Vector,Tumwater Canyon,Leavenworth,8,3.5,2
Hold Your Tongue,Tumwater Canyon,Leavenworth,8,4,1
Hobo,Tumwater Canyon,Leavenworth,0,2,4
Unknown,Tumwater Canyon,Leavenworth,3,2,4
The Executioner,Tumwater Canyon,Leavenworth,5,2.5,7
Han Solo Lightsaber Tournament,Tumwater Canyon,Leavenworth,5,2.5,22
Rickety Cricket,Tumwater Canyon,Leavenworth,3,2.5,5
Three Armed Baby,Tumwater Canyon,Leavenworth,4,2.5,6
Gaze of the Grasshopper,Tumwater Canyon,Leavenworth,4,3.5,23
The Gaze of the Grasshopper Low,Tumwater Canyon,Leavenworth,6,3,6
Wild Pack of Family Dogs,Tumwater Canyon,Leavenworth,5,2.5,3
Dog Paddle,Tumwater Canyon,Leavenworth,6,2,2
Unknown V3,Tumwater Canyon,Leavenworth,3,2,3
Unknown V4,Tumwater Canyon,Leavenworth,4,3,8
Unknown V6,Tumwater Canyon,Leavenworth,6,3,2
The U-boat,Tumwater Canyon,Leavenworth,8,0,0
Chaos,Tumwater Canyon,Leavenworth,2,3,1
The Transverse,Tumwater Canyon,Leavenworth,1,2.5,5
Cramps,Tumwater Canyon,Leavenworth,2,1.5,23
Hate Monger,Tumwater Canyon,Leavenworth,3,2.5,30
Slap and Dangle,Tumwater Canyon,Leavenworth,3,2.5,17
Shock and Awe,Tumwater Canyon,Leavenworth,3,2.5,12
Lip Gloss,Tumwater Canyon,Leavenworth,3,2.5,4
14 Years,Tumwater Canyon,Leavenworth,6,2.5,9
Snake Eyes,Tumwater Canyon,Leavenworth,8,3,2
Raven,Tumwater Canyon,Leavenworth,9,2,1
Mickey,Tumwater Canyon,Leavenworth,0,2,17
Minnie,Tumwater Canyon,Leavenworth,1,1.5,17
Heel Hook Left,Tumwater Canyon,Leavenworth,1,2,37
Pluto,Tumwater Canyon,Leavenworth,2,0,0
Heel Hook Right,Tumwater Canyon,Leavenworth,3,2,19
Heel Hook Center,Tumwater Canyon,Leavenworth,3,2.5,16
Bubbles,Tumwater Canyon,Leavenworth,0,2,14
The Prey,Tumwater Canyon,Leavenworth,0,1.5,24
The Devonian Fish,Tumwater Canyon,Leavenworth,0,2.5,19
No Pitons Here,Tumwater Canyon,Leavenworth,0,2,17
Oceanfront,Tumwater Canyon,Leavenworth,1,1.5,5
The Ripple Effect,Tumwater Canyon,Leavenworth,1,1.5,6
Schisthead,Tumwater Canyon,Leavenworth,2,2.5,64
Bam,Tumwater Canyon,Leavenworth,2,2.5,23
Schisthead Variation,Tumwater Canyon,Leavenworth,3,2.5,15
Whelmed,Tumwater Canyon,Leavenworth,4,2,2
Chicken Turd Low,Tumwater Canyon,Leavenworth,4,1,2
Joel's Traverse,Tumwater Canyon,Leavenworth,6,3,1
Goat Boy,Tumwater Canyon,Leavenworth,7,1.5,3
Chicken Man,Tumwater Canyon,Leavenworth,8,3,1
Caveman Cole,Tumwater Canyon,Leavenworth,9,0,0
center-left line,Tumwater Canyon,Leavenworth,1,0,0
center-center line,Tumwater Canyon,Leavenworth,2,2,1
Unknown (Left},Tumwater Canyon,Leavenworth,3,2,13
Schist Lip aka Dirty Stache,Tumwater Canyon,Leavenworth,5,2.5,2
Schist Cave Right,Tumwater Canyon,Leavenworth,5,2.5,62
Schist Cave Tour,Tumwater Canyon,Leavenworth,7,3.5,20
Schist Cave Left,Tumwater Canyon,Leavenworth,8,2.5,4
The Wheel of Schist,Tumwater Canyon,Leavenworth,8,4,2
center-right line,Tumwater Canyon,Leavenworth,9,3,2
Schist Seam (‘unknown V7’),Tumwater Canyon,Leavenworth,9,3,5
Schist Prow,Tumwater Canyon,Leavenworth,10,3,2
Schist Cave,Tumwater Canyon,Leavenworth,10,3,13
Mission to Marv’s,Tumwater Canyon,Leavenworth,10,2,1
Otto-Matic,Tumwater Canyon,Leavenworth,10,2,1
House of Cards,Tumwater Canyon,Leavenworth,10,2,1
The Guillotine,Tumwater Canyon,Leavenworth,11,2.5,3
Mounting a fatty,Tumwater Canyon,Leavenworth,1,1,2
Percolator,Tumwater Canyon,Leavenworth,0,1,10
Barista,Tumwater Canyon,Leavenworth,1,2.5,32
Espresso,Tumwater Canyon,Leavenworth,2,2.5,2
Unobvious,Tumwater Canyon,Leavenworth,3,2.5,31
The Squatter,Tumwater Canyon,Leavenworth,3,2,7
Split Shot,Tumwater Canyon,Leavenworth,3,2.5,2
Premium Coffee,Tumwater Canyon,Leavenworth,7,3.5,27
Tentacles,Tumwater Canyon,Leavenworth,0,2,16
Pod Racer,Tumwater Canyon,Leavenworth,1,2.5,17
Royal Flush,Tumwater Canyon,Leavenworth,2,4,74
Sleeve Ace,Tumwater Canyon,Leavenworth,3,3,57
Sitting Bull,Tumwater Canyon,Leavenworth,3,3,53
Lead Pants,Tumwater Canyon,Leavenworth,3,2.5,19
Bangladore Torpedo,Tumwater Canyon,Leavenworth,5,1,4
Jack of Spades,Tumwater Canyon,Leavenworth,6,3.5,5
Hormonal Monkey,Tumwater Canyon,Leavenworth,7,1.5,9
Full House,Tumwater Canyon,Leavenworth,10,4,6
Unknown V0,Tumwater Canyon,Leavenworth,0,1,2
Dark Times,Tumwater Canyon,Leavenworth,2,2,6
Balance Slap,Tumwater Canyon,Leavenworth,4,2,5
Playing in traffic,Tumwater Canyon,Leavenworth,4,2,1
Footless Traverse,Tumwater Canyon,Leavenworth,5,3.5,135
Shadowboxing,Tumwater Canyon,Leavenworth,6,4,13
Raging Bull,Tumwater Canyon,Leavenworth,7,3,53
Lion of Judah,Tumwater Canyon,Leavenworth,7,3.5,15
Lion of Judah Left,Tumwater Canyon,Leavenworth,7,3.5,2
Shadowboxing Right,Tumwater Canyon,Leavenworth,7,4,1
Immortal Techniques,Tumwater Canyon,Leavenworth,9,3,17
Big Booty B**** Slap,Tumwater Canyon,Leavenworth,10,2.5,3
The Hueco Flake,Tumwater Canyon,Leavenworth,2,0,0
Missin' Nugget,Tumwater Canyon,Leavenworth,2,3,38
Bad Karma,Tumwater Canyon,Leavenworth,2,2.5,5
No Imagination,Tumwater Canyon,Leavenworth,3,2.5,4
Claim Jumper,Tumwater Canyon,Leavenworth,4,3,58
The Hueco Crimper,Tumwater Canyon,Leavenworth,6,3.5,77
Hueco Sloper,Tumwater Canyon,Leavenworth,6,3,28
Joe's Crimper,Tumwater Canyon,Leavenworth,7,3,10
Left Intro to Hueco Crimper,Tumwater Canyon,Leavenworth,8,2.5,3
Hueco Crimper Low,Tumwater Canyon,Leavenworth,8,3,23
Real Imagination,Tumwater Canyon,Leavenworth,9,3.5,7
Margo,Tumwater Canyon,Leavenworth,10,3,1
Hueco Crimper Left,Tumwater Canyon,Leavenworth,10,3,3
Salem Slab,Tumwater Canyon,Leavenworth,0,1.5,4
IHOP,Tumwater Canyon,Leavenworth,1,2,12
Skittles,Tumwater Canyon,Leavenworth,3,2.5,6
Solar Arete,Tumwater Canyon,Leavenworth,3,2,8
Slingblade Left,Tumwater Canyon,Leavenworth,4,3,3
Gymania,Tumwater Canyon,Leavenworth,1,2,17
The Method Left,Tumwater Canyon,Leavenworth,2,2.5,15
The Method Right,Tumwater Canyon,Leavenworth,2,2,12
Ditch the Gym,Tumwater Canyon,Leavenworth,2,2,7
Ryan's Problem,Tumwater Canyon,Leavenworth,3,2.5,10
The GZA,Tumwater Canyon,Leavenworth,6,1.5,4
Black Roses,Tumwater Canyon,Leavenworth,9,3.5,2
David Bowie aka the Goblin King,Tumwater Canyon,Leavenworth,2,1.5,4
Jennifer Connelly,Tumwater Canyon,Leavenworth,3,2.5,4
The Bone Collector,Tumwater Canyon,Leavenworth,6,2,1
Beckey's Problem,Tumwater Canyon,Leavenworth,6,3.5,40
Beckey's Problem Low,Tumwater Canyon,Leavenworth,7,3.5,9
Jazzercise,Tumwater Canyon,Leavenworth,8,3,1
5.9+,Tumwater Canyon,Leavenworth,8,2,1
Stinkfoot,Tumwater Canyon,Leavenworth,2,2,2
Zebra,Tumwater Canyon,Leavenworth,4,1.5,5
Cinderella Boy,Tumwater Canyon,Leavenworth,4,2.5,5
Tap,Tumwater Canyon,Leavenworth,2,1,1
Ballet,Tumwater Canyon,Leavenworth,3,2,3
Sine of the Times,Tumwater Canyon,Leavenworth,5,3,2
Candyman,Tumwater Canyon,Leavenworth,6,0,0
Chucky,Tumwater Canyon,Leavenworth,6,0,0
Nightmare on Elm Street,Tumwater Canyon,Leavenworth,8,0,0
The Nine Iron,Tumwater Canyon,Leavenworth,10,4,4
Green Tea,Tumwater Canyon,Leavenworth,4,1,1
Blitzkreig,Tumwater Canyon,Leavenworth,8,4,1
The Scorpion,Tumwater Canyon,Leavenworth,2,3.5,4
The Mole,Tumwater Canyon,Leavenworth,4,1,1
Liquid Nails,Tumwater Canyon,Leavenworth,7,3,2
Open Range,Tumwater Canyon,Leavenworth,8,4,2
The Last Unicorn,Tumwater Canyon,Leavenworth,5,1.5,6
The Last Unicorn Low,Tumwater Canyon,Leavenworth,6,1.5,4
Water Torture,Tumwater Canyon,Leavenworth,3,3,2
The Lobster,Tumwater Canyon,Leavenworth,4,2.5,4
Chalksucker,Tumwater Canyon,Leavenworth,8,3,2
Pick Your Poison,Tumwater Canyon,Leavenworth,9,3.5,2
Drawn and Quartered,Tumwater Canyon,Leavenworth,14,4,1
Dogma,Tumwater Canyon,Leavenworth,10,3,1
Jenny Craig,Tumwater Canyon,Leavenworth,3,2,1
The Current,Tumwater Canyon,Leavenworth,10,4,1
Finished Product,Tumwater Canyon,Leavenworth,11,0,0
Crab Legs,Tumwater Canyon,Leavenworth,3,2,1
