name,sub_area,area,grade,star_count,popular
Snake Bite,Bardini Boulders,Buttermilk Country,4,2,1
The Green Room,Bardini Boulders,Buttermilk Country,3,2,1
Unknown,Bardini Boulders,Buttermilk Country,1,2,1
The Mustache Ride,Bardini Boulders,Buttermilk Country,5,2,1
Unknown,Bardini Boulders,Buttermilk Country,3,4,1
West Face,Bardini Boulders,Buttermilk Country,1,2,1
Iron Woman Traverse,Bardini Boulders,Buttermilk Country,3,2,1
The Pit,Bardini Boulders,Buttermilk Country,3,2,1
Cracked,Bardini Boulders,Buttermilk Country,3,3,1
Cracked Arete,Bardini Boulders,Buttermilk Country,4,3,1
West Arete,Bardini Boulders,Buttermilk Country,1,2,1
Tang,The Glass House,Buttermilk Country,5,3,1
HooHaw,The Glass House,Buttermilk Country,3,2.5,4
Lubricated Baby Boomers,The Glass House,Buttermilk Country,5,2.5,4
Baby Steps to Greatness,The Glass House,Buttermilk Country,5,2.5,4
Sex Kitten,The Glass House,Buttermilk Country,7,1.5,3
Possibly Disasterous,The Glass House,Buttermilk Country,1,3,1
